場所名稱,場所縣市,場所區域,場所地址,場所分類,場所類型,其他類型,場所描述,AED放置地點,AED地點描述,地點LAT,地點LNG,全年全天開放大眾使用,周一至周五起,周一至周五迄,周六起,周六迄,周日起,周日迄,開放使用時間備註,開放時間緊急連絡電話
交通部臺灣鐵路管理局花蓮運務段和仁站,花蓮縣,秀林鄉,和平村和仁71號,交通要衝,台鐵車站,,,和仁火車站,和仁火車站第二月台公共電話旁,24.24229,121.711843,X,08:00,21:00,08:00,21:00,08:00,21:00,,03-8681221
苗栗縣立大倫國中,苗栗縣,苗栗市,育英街82號,學校、集會場所或特殊機構,國中,,苗栗縣立大倫國中教師辦公室；苗栗縣立大倫國中西棟大樓1F,苗栗縣立大倫國中西棟大樓1F,苗栗縣立大倫國中教師辦公室；苗栗縣立大倫國中西棟大樓1F,24.568752,120.830298,,08:00,16:30,00:00,00:00,00:00,00:00,,037-266311#32
德明財經科技大學,台北市,內湖區,環山路1段56號,學校、集會場所或特殊機構,大專院校,,,學生宿舍,學生宿舍1?電梯旁,25.087817,121.567141,X,06:00,23:30,06:00,23:30,06:00,23:30,,02-26585801-2342
華山1914文化創意產業園區,台北市,中正區,八德路一段一號,觀光旅遊地區,文化園區,,"文建會為了落實推動文化創意產業發展的既定政策，創造文化創意之高附加價值，將華山文創園區定位為「台灣文化創意產業的旗艦基地」，並規劃三個引入民間參與經營的促參案，分別為電影藝術館OT案、文化創意產業引入空間ROT案及文創產業旗艦中心BOT案。其中以引入民間參與投資整建、營運的方式，所規劃的「華山創意文化園區文化創意產業引入空間整建營運移轉計畫案」(簡稱華山ROT案)，其目的在使園區內古蹟、歷史建築、閒置空間及設施能活化再利用，並藉著跨界整合，帶動文創產業發展，使華山成為台灣創意經濟時代的典範。 

在經過公開的甄選程序後，台灣文創發展聯盟取得優先議約權，並於2007年11月6日由台灣文創發展股份有限公司與文建會正式簽約，取得華山園區ROT案未來15年加10年的整建及營運權利。華山在經過以短期活動為主的十年藝文特區轉型醞釀階段之後，正式定位為推動台灣文化創意產業發展的旗艦基地，也開啟了華山文創園區元年的序幕。",中4-2樓文化部小客廳外公共區,中4-2樓文化部小客廳外公共區 紅館前公共區,25.044499,121.529211,X,11:00,21:00,11:00,21:00,11:00,21:00,,02-23581914#208
臺北市立福安國民中學,台北市,士林區,延平北路七段250號,其他,其他場所,公家機關(教育-國民中學),社子島福安國中,總務處走廊,總務處外走廊,25.102855,121.488071,X,08:00,17:00,,,,,,28108766＃135
第一商業銀行北斗分行,彰化縣,北斗鎮,中山路二段35號,其他,其他場所,銀行,距離麥當勞(北斗中山店)約350公尺,第一銀行北斗分行一樓,進入大廳右手邊,23.87422,120.517647,X,09:00,15:30,,,,,星期六、星期日不開放,04-8782111
臺中市沙鹿區竹林國小,台中市,沙鹿區,台灣大道七段821號,學校、集會場所或特殊機構,國小,,,健康中心前走廊,北棟大樓川堂旁,24.238205,120.567131,X,16:00,18:00,16:00,18:00,16:00,18:00,,04-26620175
臺中市立沙鹿工業高級中等學校,台中市,沙鹿區,臺中市沙鹿區台灣大道7段823號,學校、集會場所或特殊機構,高中職,,,穿堂,卿雲大樓穿堂,24.23867,120.565676,,,,,,,,全天,04-26621795
香港商世界健身事業有限公司蘆洲分公司,新北市,蘆洲區,民族路31-5號,學校、集會場所或特殊機構,健身房,,鳳翔花園大樓(新北市蘆洲區民族路31-5號),1F客服櫃台右側,1F客服櫃台右側,25.085047,121.477724,X,06:00,00:00,06:00,00:00,06:00,00:00,,02-2282-1222
南海遊客中心,澎湖縣,馬公市,光復里1鄰新營路25號,交通要衝,港區旅客服務區,,,遊客中心內走道旁,靠3號出口旁，行李室門外，東安小丑魚櫃台右側,23.566468,119.572513,X,08:00,17:00,08:00,17:00,08:00,17:00,,06-9264738
中國信託金融園區C棟商場,台北市,南港區,經貿二路168號Ｃ棟１樓,購物場所,商場,,,經貿二路168號Ｃ棟１樓(服務台旁),經貿二路168號Ｃ棟１樓(商場1F服務台旁),25.059168,121.615507,X,11:00,21:30,11:00,21:30,11:00,21:30,,02-33277777#6885
遠東百貨股份有限公司台中分司,台中市,西屯區,臺灣大道三段251號,購物場所,百貨業,,,北棟B1樓層中控室,放置北棟B1樓層中控室外,24.164618,120.644388,X,11:00,22:00,10:30,22:00,10:30,22:00,,04-37024778#2600
保證責任臺北市台北地下街場地利用合作社,台北市,中正區,市民大道一段100號B1行政中心(靠Y3出入口),購物場所,地下街,,"全國最具規模、最長的地下街「台北地下街」位於台北車站北側市民大道正下方，西起塔城街，貫通台北火車站及捷運站商店街，有三捷二鐵（台鐵、高鐵、捷運、未來捷運松山線及未來機場捷運），並與京站（臺北轉運站）連接，全長825公尺，有28個出入口，並有專用停車場，交通四通八達。
全區分輕食、資訊、百貨、服飾四大主題商品區塊，是一處全年無休，不懼氣候變化，冬暖夏涼，適合全家老幼徒步休閒的最佳購物商圈。
「台北地下街」重視顧客需求，提供嬰兒車及輪椅借用服務，且於各女廁內置尿布?及服務中心設置哺乳育嬰室，方便小朋友及家長使用；「台北地下街」努力營造出多元化的購物特色與舒適消費環境，歡迎您閣家前來參觀指教。",Y5出入口廁所,Y5出入口廁所,25.048769,121.517374,X,11:00,21:30,11:00,22:00,11:00,22:00,,225594566
大智通文化行銷股份有限公司,台中市,大肚區,沙田路一段320巷36-2號,其他,其他場所,公司行號,,1樓辦公室內,1樓辦公室內,24.123448,120.568952,,09:00,22:00,09:00,22:00,,,,04-2693-8807
金普頓大安酒店(KIMPTON DA NA HOTEL),台北市,大安區,仁愛路四段27巷25號,旅宿場所,旅館,,隱身於台北東區靜謐街巷內，金普頓大安酒店與購物中心和捷運站僅隔一個街區。獨特地理位置，攘往熙來人潮看似近在咫尺，卻猶如世外桃源般靜謐。各式迷人充滿詩意的人文咖啡館、個性精品店與文藝畫廊，散落酒店周圍。而擁有129間舒適客、套房的金普頓酒店，以精緻細膩的設計詮釋復古與白瓷的層疊美學，相映著透光的天井建築，每一個轉彎都透著設計師巧思，邀請大膽創新的世界旅遊家和在地設計師一同品味徘徊探索。而當步入位於12樓的英式摩登餐酒館，可瞧見風情萬種的亞熱帶陽光灑落在寬敞戶外露台，除了可放鬆品酩美酒佳餚外，令人醉心的台北城景與聳入天際的台北101盡收眼底，徹底讓賓客體驗與挖掘新舊台北魅力與脈動。,二樓健身房,提供住房客人使用，24小時開放，一樓有服務人員可供詢問與協助,25.040425,121.545523,X,00:00,23:59,00:00,23:59,00:00,23:59,24小時開放,02-21737999
台灣自來水公司第七區管理處鳳山給水廠(鳳山水庫),高雄市,小港區,天池路1號,觀光旅遊地區,開放觀光遊憩活動水庫,,,鳳山水庫東哨警衛室,東哨警衛室內,22.544137,120.396241,X,00:00,00:00,00:00,00:00,00:00,00:00,本水庫開放運動時間為:每日上午5時-8時，下午14時30分至18時00分(4-9月)或17時00分(10-3月),07-8912619(警衛室)或07-8912618(辦公室
小熊公園,新北市,林口區,文化一路一段223號,其他,其他場所,公園,場域放置組合遊具、球狀攀爬架、旋轉式遊戲設備、梅花樁1座及鞦韆各1座,小熊公園洗手間外,AED放置於小熊公園洗手間外，在女廁外置洗手台對面靠牆,25.074514,121.374738,X,08:00,17:00,,,,,,(02)26033111
屏東縣政府,屏東縣,屏東市,自由路527號,其他,其他場所,屏東縣政府,,屏東縣政府北棟1F大廳,屏東縣政府北棟1F大廳,22.682815,120.488106,X,08:00,17:30,,,,,,(08)732-0415
衛生福利部食品藥物管理署(F棟),台北市,南港區,研究院路一段130巷99號,其他,其他場所,政府機關,,大門右側,放置於大門內右側,25.048898,121.61161,X,00:00,23:59,00:00,23:59,00:00,23:59,本署AED全年全天24小時開放使用,02-27877854
遠東百貨股份有限公司信義分公司,台北市,信義區,松仁路58號,購物場所,百貨業,,,9F 顧客服務中心,9F 顧客服務中心旁,25.036718,121.568131,X,11:00,21:30,11:00,22:00,11:00,21:30,百貨公司營業時間,922018218
臺南市柳營區公所,台南市,柳營區,柳營路二段59號,其他,其他場所,政府機關,,臺南市柳營區公所1樓,臺南市柳營區公所1樓大門口旁,23.278386,120.311674,X,08:00,17:30,,,,,,06-6221245
捷運環狀線板新站Y15,新北市,板橋區,板新路109號,交通要衝,捷運站,,,捷運環狀線板新站詢問處旁,捷運環狀線板新站詢問處旁,25.0148,121.471849,X,06:00,00:00,06:00,00:00,06:00,00:00,,02-22181833#7142
桃園國際機場股份有限公司,桃園市,大園區,航站南路9號,交通要衝,機場,,,T2擴建南側5樓(240),T2擴建南側5樓(240),25.077874,121.230923,,00:00,23:59,00:00,23:59,00:00,23:59,,03-2733550
臺中市梧棲區梧南國民小學,台中市,梧棲區,台中市梧棲區文化路一段6號,學校、集會場所或特殊機構,國小,,,一樓健康中心前,升旗台正後方,24.244705,120.528155,X,06:00,22:00,07:30,19:30,07:30,19:30,,04-26567968
陽明山中國麗緻大飯店,台北市,士林區,格致路237號,公眾浴場或溫泉區,溫泉區,客房數250間以下旅館,,溫泉櫃台,大眾浴池的櫃台,25.143284,121.548902,X,12:00,18:00,12:00,18:00,12:00,18:00,,02-2861-6661
臺北市松山區美仁里里民活動場所(詠堅商業大樓),台北市,松山區,八德路3段27號,其他,其他場所,公家機關(民政),,八德路3段27號,詠堅商業大樓,25.048393,121.552728,X,00:00,00:00,00:00,00:00,00:00,00:00,全日開放,933925258
中華航空股份有限公司,桃園市,大園區,航站南路1號,長距離交通工具,航空器,,,華航客機,"- B777: F117A  
- B744: 1R-C2-b  
- B738: 1L-1st fwd bin  
- B738*.B738A: C-1L  
- A350: 18A bin  
- A330: 1D fwd bin",25.068402,121.220824,X,,,,,,,航機值勤時用,3993330
轉角26溫泉會館（溫川開發有限公司）,高雄市,六龜區,寶來里寶來二巷18之26號,公眾浴場或溫泉區,溫泉區,,,櫃檯前方,櫃檯前方入口,23.107345,120.701219,X,09:00,09:00,09:00,09:00,09:00,09:00,24小時,07-6882679
坑口運動公園,台中市,霧峰區,坑口里新生路,學校、集會場所或特殊機構,運動中心,,,廁所,廁所,24.042635,120.704651,,00:00,00:00,00:00,00:00,00:00,00:00,,04-22289111-51317
麗鑫綜合百貨股份有限公司 麗寶Outlet Mall,台中市,后里區,福容路201號,購物場所,商場,,,麗寶Outlet Mall 一期,P1大廳服務台旁,24.324261,120.699277,,11:00,21:30,10:30,22:00,10:30,21:30,,04-37022888
南港東明青銀就業服務站,台北市,南港區,南港路二段60巷19號1、2樓,其他,其他場所,公家機關(就服),就業服務站,南港東明青銀就業服務站2樓,放至於電梯出入口明顯處,25.054443,121.604794,X,09:00,17:00,00:00,00:00,00:00,00:00,,(02)27400922
寧安街8號1樓,台北市,松山區,寧安街8號1樓,其他,其他場所,一般住宅大樓,,寧安街8號1樓,一般住宅大樓,25.048789,121.55412,X,09:00,17:00,00:00,00:00,00:00,00:00,非開放時間,933925258
大甲體育場,台中市,大甲區,大安港路2號,學校、集會場所或特殊機構,運動中心,,,運動場,運動場,24.356951,120.607862,,08:30,17:30,,,,,,04-22289111-51317
太平體育場,台中市,太平區,中興東路99號,學校、集會場所或特殊機構,運動中心,,,辦公室門口,辦公室門口,24.130554,120.720818,X,08:30,17:30,,,,,,04-22289111-51317
水源館,台中市,北區,水源街25-1號,學校、集會場所或特殊機構,運動中心,,,大門右側,大門右側,24.1485,120.689556,X,08:30,17:30,,,,,,04-22289111-51317
新社游泳池,台中市,新社區,興安路1之1號,學校、集會場所或特殊機構,大專院校,,,辦公室外,辦公室外,24.23821,120.806842,,06:00,11:30,,,,,"1.5月及10月週一至週五
(1)AM06:00~11:30
(2)PM13:30~15:30
2.6月至9月週一至週日
(1)AM06:00~11:30
(2)PM13:00~17:30",04-22289111-51317
老皮健身運動空間(內埔總店),屏東縣,內埔鄉,學府路18號,學校、集會場所或特殊機構,健身房,,,櫃台前方,櫃台正前方鞋櫃上方,22.640987,120.594114,X,09:00,22:00,,,,,,932871543
國1北上往國10西向匝道改善紀國10主線配合改善工程,高雄市,仁武區,八德西路與大中一路路口,其他,其他場所,營建土木工地,,員工休息區,營建土木工地員工休息區,22.676241,120.331197,X,07:30,17:00,07:30,17:00,07:30,17:00,,07-3743031
伍點伍健身房,台中市,南區,復興路二段103號,學校、集會場所或特殊機構,健身房,,,二樓樓梯旁(右側),二樓樓梯旁(右側),24.124043,120.663086,X,08:00,23:59,08:00,23:59,08:00,23:59,,0919-055571
溪和食品有限公司,宜蘭縣,五結鄉,利興二路11號,購物場所,商場,,溪和食品是販售宜蘭鮮魚的觀光工廠，在地經營三代，專營?魚、櫻花蝦、小卷等。,溪和食品有限公司2樓,在溪和食品有限公司2樓的展覽館內。,24.662504,121.830524,X,08:30,17:00,08:30,17:00,08:30,17:00,,03-9907998
臺中市立清水幼兒園園本部,台中市,清水區,鎮政路12號,其他,其他場所,幼兒園,,一樓走廊,一樓走廊的飲水機上方,24.23458,120.566269,X,08:00,17:00,,,,,星期六日不開放,04-26272377
嘉晶電子股份有限公司創新廠,新竹縣,寶山鄉,科學園區創新一路3號,其他,其他場所,私人公司行號,,大廳往無塵室入口處,大廳往無塵室入口處左側牆面,24.773578,121.000825,X,08:30,17:30,,,,,,(03)5632255#633905
四重溪公共溫泉浴室,屏東縣,車城鄉,文化路1號,公眾浴場或溫泉區,大型公眾浴場,,位於本鄉溫泉村文化路上，分男湯與女湯，從日治時代便已經存在。當地民眾不拘男女老幼大多喜愛來此泡湯。,溫泉浴室男湯入口處,放於公共浴室男湯入口處牆上,22.094408,120.747771,X,05:00,23:00,05:00,23:00,05:00,23:00,星期一至星期五08:00~10:00浴室清洗時間,08-8821001
臺北市立文獻館,台北市,萬華區,中華路一段174-1號,休閒場所,博物館,,位於西本願寺廣場本堂臺基遺址，外觀為一大型建築物基座，因位於廣場中央，可依機關招牌辨識。,臺北市立文獻館,置於本館本堂常設展志工服務台(為本館常設展入口，外側為本館招牌，清晰可辨)。,25.040198,121.507287,X,10:00,17:00,13:00,17:00,13:00,17:00,國定假日及周一常設展休展不對外開放，可至公務出入口洽詢(駐有24小時保全人員),02-23115355#13
臺北市環境保護局大安區清潔隊停車場,台北市,大安區,辛亥路一段臨138號,其他,其他場所,公家機關(環保),,大門正前方,大門正前方,25.022008,121.533814,X,08:00,17:00,00:00,00:00,00:00,00:00,,02-8369-2123
健身工廠豐原廠,台中市,豐原區,成功路500號4樓,學校、集會場所或特殊機構,健身房,,"健身工廠為台灣運動健身產業首屈專業領導品牌，更領先全國業界唯一獲得國際iHRSA優良評鑑，並且也是首家登錄上市的運動健身中心。 股票代號：8462
「健身工廠」為亞洲及台灣區首家通過並榮獲SGS Qualicert國際服務驗證標章之健身品牌",健身工廠豐原廠,入口直走運動場所→位於左手邊胸部訓練區走到中央牆柱上方,24.252121,120.723482,X,06:00,00:00,06:00,00:00,08:00,00:00,,934089957
臺北市環境保護局士林區清潔隊社子分隊葫蘆班,台北市,士林區,中正路臨707-1號,其他,其他場所,公家機關(環保),重陽橋孔下左邊,休息室,放在休息室,25.08509,121.497022,X,08:00,17:00,00:00,00:00,00:00,00:00,,02-2815-0984
臺北市政府環境保護局中山區清潔隊停車場,台北市,中山區,濱江街301巷內,其他,其他場所,公家機關(環保),在高架橋下,警衛室內,車道的右邊,25.078447,121.532993,X,08:00,17:00,00:00,00:00,00:00,00:00,,02-2505-7647
臺北市政府環境保護局中正區清潔隊公館分隊,台北市,中正區,水源路臨2號,其他,其他場所,公家機關(環保),永福橋橋下,大門進去右手邊,大門進去右手邊,25.013179,121.527439,X,08:00,17:00,00:00,00:00,00:00,00:00,,02-2368-8346
臺中市清水區清水國民小學,台中市,清水區,光華路125號,學校、集會場所或特殊機構,國小,,,校長室旁玄關,校長室旁玄關牆壁,24.275478,120.571328,X,08:00,16:00,,,,,,26222004#777
臺北市環境保護局士林區清潔隊草山分隊,台北市,士林區,格致路34號,其他,其他場所,公家機關(環保),在花卉試驗中心附近,廣場進去右手邊,廣場進去右手邊,25.137067,121.54656,X,08:00,17:00,00:00,00:00,00:00,00:00,,02-2862-6334
臺北市環境保護局士林區清潔隊停車場(臨江),台北市,士林區,延平北路7段224號,其他,其他場所,公家機關(環保),在溪洲底臨江園附近,警衛室旁,大門進去警衛室旁,25.101883,121.48907,X,08:00,17:00,00:00,00:00,00:00,00:00,,02-2810-1879
聖宜診所(忠孝),台北市,大安區,忠孝東路4段126-24號,其他,其他場所,診所,聖宜診所(近東區地下街12號出口),聖宜診所,手術房內,25.041026,121.547453,X,13:00,21:00,13:00,21:00,13:00,21:00,,02-8772-5021
臺北市環境保護局松山區清潔隊上塔悠分隊,台北市,松山區,民權東路5段臨94號,其他,其他場所,公家機關(環保),民權大橋下,辦公室內,辦公室內,25.063214,121.567147,X,08:00,17:00,00:00,00:00,00:00,00:00,,02-2767-1927
臺北市環境保護局內湖區清潔隊區隊部,台北市,內湖區,成功路二段320巷19號4樓,其他,其他場所,公家機關(環保),大馬路旁,大門進去正前方,大門進去正前方,25.062722,121.58189,X,08:00,17:00,00:00,00:00,00:00,00:00,,2-2791-7730
臺北市環境保護局內湖區清潔隊內湖分隊,台北市,內湖區,大湖山莊街171號1,其他,其他場所,公家機關(環保),斜坡上去 大馬路邊,大湖山莊街171號1,在天井旁,25.076095,121.570904,X,08:00,17:00,00:00,00:00,00:00,00:00,,02-2790-5422
湯圍溝公園,宜蘭縣,礁溪鄉,德陽路99-1號,公眾浴場或溫泉區,溫泉區,,湯圍溝溫泉公園位於德陽路與仁愛路的中間，又名「燒水溝」的湯圍溫泉溝，是礁溪溫泉分部的中心，由於是自然湧出的泉水匯聚成流、熱氣蒸騰，所以溫度較高。為了創造湯圍溝歷史空間新風貌，宜蘭縣政府將此區規劃為溫泉公園，精心設計的水岸空間與景觀涼亭，以及充滿禪意的檜木風呂與半戶外泡腳池，也有小橋流水的造景與茂盛又活力的花草樹木，來到湯圍溝溫泉公園，不要忘了拍照留念喔，這裡美麗的景物一定可以讓你想一拍再拍！重新規劃利用後的湯圍溝讓在地民眾能重溫舊有的泡湯記憶，也讓外來遊客可享受自然舒適的檜木溫泉；也設有男女公共浴池，是相當完備的旅遊景點，另外也可欣賞街頭藝人精彩的表演以及享受溫泉魚SPA，享受礁溪這夜間活動的新據點。,售票處服務台,售票處服務台,24.828864,121.769891,X,06:30,22:00,06:30,23:00,06:30,22:00,星期五營運時間至23:00,9874882
臺北市環境保護局直屬隊機動班,台北市,大同區,鄭州路臨 50 號,其他,其他場所,公家機關(環保),在三號水門,鄭州路臨 50 號,設置在大門左邊警衛室內,25.059763,121.514206,X,08:00,17:00,00:00,00:00,00:00,00:00,,2-2550-1093
臺北市文山運動中心,台北市,文山區,興隆路三段222號,學校、集會場所或特殊機構,運動中心,,,2樓大廳,2樓健身房,24.997017,121.559673,X,06:00,22:00,06:00,22:00,06:00,22:00,除夕/初一公休,02-22308696
聖和診所,桃園市,桃園區,中華路五號四樓,其他,其他場所,診所,,聖和診所,微整治療室內,24.990965,121.311302,X,13:00,21:00,13:00,21:00,13:00,21:00,,03-3351239
國立東石高級中學,嘉義縣,朴子市,大鄉里253號,學校、集會場所或特殊機構,大專院校,,,國立東石高級中學,國立東石高級中學保健室門口,23.460446,120.254158,,08:00,17:00,,,,,,3795314
高雄市永安區衛生所,高雄市,永安區,永安里永安路26號,其他,其他場所,衛生所,永安區衛生所二樓衛生稽查辦公室,衛生稽查辦公室,永安區衛生所二樓衛生稽查辦公室,22.818721,120.225495,X,08:00,17:30,,,,,,07-6912015
駱泰企業有限公司,桃園市,蘆竹區,福興二街255號,其他,其他場所,公司,,大門進門左側,大門進門左側,24.999588,121.258619,,08:00,17:00,,,,,,03-3693936
桃園市平鎮區婦幼活動中心,桃園市,平鎮區,廣成街10號,其他,其他場所,社福用地,,正門右側監控中心,監控中心內,24.955822,121.208437,,08:00,17:00,08:00,17:00,08:00,17:00,星期一及國定假日、例假日休館,03-4015119
第一商業銀行民生分行,台北市,松山區,民生東路3段131號,其他,其他場所,銀行,,大門進入後右側、數位體驗區旁邊,大門進入後右側、數位體驗區旁邊,25.057932,121.547848,X,09:00,15:30,,,,,,02-27138512
第一商業銀行華山分行,台北市,中山區,長安東路1段22號,其他,其他場所,銀行,,一樓大廳進入後右側,一樓大廳進入後右側,25.048894,121.525036,X,09:00,15:30,,,,,,(02)2536-8111
嘉義縣祥和國小,嘉義縣,朴子市,祥和二路西段9號,學校、集會場所或特殊機構,國小,,位於總務處外牆中央川堂,總務處外牆中央川堂,總務處外牆中央川堂,23.45799,120.287716,,08:00,17:00,,,,,,920780535
新北市三峽區成福國民小學,新北市,三峽區,溪東路213號,學校、集會場所或特殊機構,國小,,成福國小操場2樓的學生活動中心室內有一台AED,2樓的學生活動中心,成福國小操場2樓的學生活動中心室內有一台AED,24.935861,121.37449,X,08:00,16:00,00:00,00:00,00:00,00:00,請先來電(02)8676-4945分機18警衛室,(02)8676-4945分機18
桃園國際機場四號焚化爐,桃園市,大園區,航勤南路24號,其他,其他場所,焚化爐,焚化爐位於桃園機場管制區內，如需借用只限於機場管制區使用,辦公大樓3F電梯口旁邊,出3F電梯口右手邊牆壁,25.075977,121.249112,X,00:00,23:59,00:00,23:59,00:00,23:59,焚化爐24HR都有人駐守,03-3932739
第一商業銀行沙鹿分行,台中市,沙鹿區,中山路355號,其他,其他場所,銀行,,大門進入左側、客戶寫字台後方,大門進入左側、客戶寫字台後方,24.239643,120.559978,X,09:00,15:30,,,,,,04-26621331
第一商業銀行總行營業部,台北市,中正區,重慶南路1段30號,其他,其他場所,銀行,,一樓營業大廳左側健康量測站旁邊,一樓營業大廳左側健康量測站旁邊,25.041934,121.513307,,09:00,15:30,,,,,,02-23481111
臺北市內湖區南湖國民小學,台北市,內湖區,康寧路三段200號,其他,其他場所,公家機關(教育-國民小學),南湖國小位在康寧路上，鄰近東湖捷運站及南湖高中,學校五樓之體育組辦公室外面走廊,該地點為五樓風雨操場，平日體育課學生活動及放學後之社區居民活動使用空間,25.068697,121.612033,X,07:00,20:00,07:00,16:00,07:00,16:00,校有警衛及新光保全定時巡邏,02-26321296#0
華信航空股份有限公司B-16857飛機,台北市,松山區,台北市松山區敦化北路405巷123弄3號,長距離交通工具,航空器,,,18排HK行李櫃內,華信航空ATR72-600飛機A/C REG.NO B16857,25.06304,121.557636,,00:00,23:59,00:00,23:59,00:00,23:59,,02-27171188 ext.3618
第一商業銀行三民分行,高雄市,三民區,中華三路291號,其他,其他場所,銀行,,大門進入右側、客戶等候椅旁邊,大門進入右側、客戶等候椅旁邊,22.636493,120.292937,X,09:00,15:30,,,,,,07-2718111
第一商業銀行台南區域中心,台南市,中西區,北門路一段101號9樓,其他,其他場所,銀行,,大門進入右側、傳真機旁邊,大門進入右側、傳真機旁邊,22.992473,120.21133,X,09:00,15:30,,,,,,06-2232000
第一商業銀行新生分行,台北市,中山區,南京東路二段8號,其他,其他場所,銀行,,一樓大廳進入後右側,一樓大廳進入後右側,25.051905,121.528598,X,09:00,15:30,,,,,,02-25620256
第一商業銀行豐原分行,台中市,豐原區,中山路423號,其他,其他場所,銀行,,大門進入左側、上二樓樓梯旁邊,大門進入左側、上二樓樓梯旁邊,24.250973,120.714474,X,09:00,15:30,,,,,,04-25225111
第一商業銀行清水分行,台中市,清水區,光明路35之10號,其他,其他場所,銀行,,大門進入左側、書報架旁,大門進入左側、書報架旁,24.271096,120.578454,X,09:00,15:30,,,,,,04-26238111
君綺美形診所,台中市,北屯區,文心路四段876號,其他,其他場所,診所,,3樓走道,逃生梯旁走道,24.17112,120.69246,X,11:00,20:00,11:00,20:00,11:00,17:00,,04-22357222
第一商業銀行西螺分行,雲林縣,西螺鎮,延平路189號,其他,其他場所,銀行,,大門進入右側、飲水機旁邊,大門進入右側、飲水機旁邊,23.800974,120.459468,,09:00,15:30,,,,,,05-5862131
第一商業銀行東港分行,屏東縣,東港鎮,朝陽街23號,其他,其他場所,銀行,,大門進入右側、量測站旁邊,大門進入右側、量測站旁邊,22.466603,120.449114,X,09:00,15:30,,,,,,08-8350111
第一商業銀行五甲分行,高雄市,鳳山區,保泰路322號,其他,其他場所,銀行,,大門入口右側、飲水機旁邊,大門入口右側、飲水機旁邊,22.60266,120.334316,X,09:00,15:30,,,,,,07-7260211
第一商業銀行路竹分行,高雄市,路竹區,中山路1187號,其他,其他場所,銀行,,大門進入右側、客戶服務台旁邊,大門進入右側、客戶服務台旁邊,22.854427,120.261418,X,09:00,15:30,,,,,,07-6963211
嘉義縣竹崎鄉桃源國小,嘉義縣,竹崎鄉,桃源村78號,學校、集會場所或特殊機構,國小,,,桃源國小健康中心內,桃源國小健康中心內,23.473509,120.586037,X,07:30,17:00,,,,,,05-2541077
台灣美光晶圓科技股份有限公司,桃園市,龜山區,復興三路667號,其他,其他場所,美光晶圓,,Fab11A 入口處,Fab11A 入口處,25.038425,121.373601,,00:00,23:59,00:00,23:59,00:00,23:59,,03-3272988#3119
台灣高鐵 營運列車,台北市,南港區,經貿二路66號,交通要衝,高鐵站,,,34號車列車長室(6.7車間),營運列車,25.057065,121.616403,,06:30,23:30,06:30,23:30,06:30,23:30,,07-9601000
國立高雄科技大學燕巢校區,高雄市,燕巢區,深中路58號,學校、集會場所或特殊機構,大專院校,,高科大燕巢校區,人文社會學院,人文社會學院1樓,22.774035,120.398221,X,00:00,00:00,00:00,00:00,00:00,00:00,24小時開放,07-3814526#12668
臺中市政府環境保護局(文心第二市政大樓),台中市,西屯區,臺中市西屯區文心路二段588號,其他,其他場所,辦公廳舍,,臺中市政府環境保護局(文心第二市政大樓),位於文心第二市政大樓大廳出入口旁,24.159588,120.648283,,08:00,17:30,,,,,,04-22289111#67661
新竹縣新湖國中,新竹縣,湖口鄉,新湖路200號,學校、集會場所或特殊機構,國中,,校門口警衛室,警衛室,警衛室入口左側,24.881446,121.044977,X,05:30,19:00,05:30,19:00,05:30,19:00,,03-5992159
新竹市北區南寮國民小學,新竹市,北區,新竹市北區東大路三段 465號,學校、集會場所或特殊機構,國小,,本校位於新竹市北區東大路三段 465號，正門位於東大路，側門位於467巷內，側門接中清一路,本校警衛室,由東大路進入467巷內約100公尺，警衛室位於面對側門左側,24.826469,120.963593,X,08:00,21:00,08:00,18:00,08:00,18:00,寒暑假、國定假日8:00至18:00,800818099
第一商業銀行新店分行,新北市,新店區,中興路3段134號,其他,其他場所,銀行,,大門入口左側(飲水機旁),大門入口左側(飲水機旁),24.979819,121.544838,X,09:00,15:30,,,,,,(02)29181835
國立臺東大學,台東縣,台東市,臺東市大學路二段369號,學校、集會場所或特殊機構,大專院校,,,第二宿舍,第二宿舍內正門左側,22.736044,121.065611,X,00:00,23:59,00:00,23:59,00:00,23:59,,089-517119
AT力場，絕對領域健康股份有限公司,台北市,大安區,忠孝東路四段223巷10弄2號2樓,學校、集會場所或特殊機構,健身房,,,入口處,大門入口進入後右手邊牆上,25.041953,121.553165,X,11:00,18:00,11:00,18:00,11:00,18:00,,(02)87735696
高雄市明宗國小附設幼兒園,高雄市,湖內區,湖中路242巷12弄15號,學校、集會場所或特殊機構,國小,,,高雄市湖內區湖中路242巷12弄15號,辦公室前方走廊,22.906079,120.221356,X,08:00,16:00,00:00,00:00,00:00,00:00,,07-6997253
三健客體能顧問工作室,台北市,內湖區,港華街18號1樓,學校、集會場所或特殊機構,健身房,,,休息室外,1樓休息室外,25.082189,121.577277,X,10:00,22:00,10:00,19:00,10:00,19:00,,(02)8751-1915
馬玉山食品工業股份有公司,高雄市,左營區,民族一路709號,觀光旅遊地區,民營遊樂業,,馬玉山觀光工廠-紅頂榖創榖物文創樂園,紅頂榖創服務中心,馬玉山觀光工廠-紅頂榖創榖物文創樂園服務中心售票處,22.67201,120.317481,X,09:00,17:00,09:00,17:00,09:00,17:00,觀光工廠每周一館休,73460333
